stock_symbol,company_name,abbreviation,sector_id,address,chairman,general_manager,spokesperson,spokesperson_title,founding_date,listed_date,outstanding_common_shares,private_placement_common_shares,preferred_shares,common_stock_dividend_frequency,common_stock_dividend_decision_level,accounting_firm,accountant_1,accountant_2,website
1101,臺灣水泥股份有限公司,台泥,6,台北市中山北路2段113號,張安平,程耀輝,葉毓君,永續長,1950-12-29,1962-02-09,7551181742,0,200000000,每年,股東會,勤業眾信聯合會計師事務所,翁雅玲,黃惠敏,https://www.tccgroupholdings.com/tw/
1102,亞洲水泥股份有限公司,亞泥,6,台北市大安區敦化南路2段207號30、31樓,徐旭東,李坤炎,王照宇,協理,1957-03-21,1962-06-08,3546562881,0,0,每季,董事會,勤業眾信聯合會計師事務所,戴信維,池瑞全,www.acc.com.tw
1103,嘉新水泥股份有限公司,嘉泥,6,台北市中山北路二段96號,張剛綸,王立心,金哲毅,董事會秘書室資深經理,1954-12-13,1969-11-14,790247459,0,0,每年,股東會,勤業眾信聯合會計師事務所,陳薔旬,梁盛泰,www.chcgroup.com.tw
1104,環球水泥股份有限公司,環泥,6,台北市南京東路二段125號10樓,博智投資股份有限公司,侯智升,楊宗仁,副總經理,1960-03-21,1971-02-01,686681816,0,0,每年,股東會,勤業眾信聯合會計師事務所,李季珍,廖鴻儒,www.ucctw.com
1108,幸福水泥股份有限公司,幸福,6,台北市松江路237號15樓,陳韻如,陳明賢,溫秀菊,財務部經理,1974-05-07,1990-06-06,404738049,0,0,每半會計年度,股東會,勤業眾信聯合會計師事務所,陳招美,陳薔旬,www.luckygrp.com.tw
1109,信大水泥股份有限公司,信大,6,台北市寶慶路37號7樓,楊智雄,楊大寬,張清壽,資深協理,1964-03-15,1991-12-05,341158868,0,0,每年,股東會,資誠聯合會計師事務所,李秀玲,支秉鈞,www.hsingta.com.tw
1110,東南水泥股份有限公司,東泥,6,高雄市前金區五福三路21號4樓之1,陳敏斷,吳炎輝,黃薪翰,財務部副總經理,1956-12-28,1994-10-22,572000797,0,0,每年,股東會,國富浩華聯合會計師事務所,黃致富,黃鈴雯,www.southeastcement.com.tw
1201,味全食品工業股份有限公司,味全,8,台北市松江路125號,陳宏裕,林建宏,李文學,財務長,1953-09-22,1962-02-09,506062914,0,0,每年,董事會,資誠聯合會計師事務所,黃世鈞,葉翠苗,https://www.weichuan.com.tw
1203,味王股份有限公司,味王,8,台北市中山北路二段79號5樓,陳清福,陳恭平,魏璟雄,協理,1959-07-04,1964-08-24,240000000,0,0,每年,股東會,大中國際聯合會計師事務所,溫明郁,張卉諭,https://www.vewong.com/
1210,大成長城企業股份有限公司,大成,8,台南市永康區蔦松二街三號,韓家宇,韓芳豪,夏銜譽,副總經理,1960-12-28,1978-05-20,894767222,0,0,每年,董事會,安侯建業會計師事務所,李逢暉,蔡佩汝,http://www.dachan.com
1213,大西洋飲料股份有限公司,大飲,8,桃園市平鎮區南勢里2鄰南東路410號,蘇芸樂,洪松輝,蘇芸樂,董事長,1965-07-24,1981-04-10,56622627,0,0,每年,股東會,南台聯合會計師事務所,丁澤祥,蔡玉琴,http://applesidra.com.tw
1215,台灣卜蜂企業股份有限公司,卜蜂,8,台北市松江路八十七號十七樓,鄭武樾,許瑞通,劉明哲,特別助理,1977-08-22,1987-07-27,294790098,0,0,每年,董事會,資誠聯合會計師事務所,林一帆,廖福銘,http://www.cptwn.com.tw
1216,統一企業股份有限公司,統一,8,71001台南市永康區中正路301號,羅智先,黃釗凱、李清田,陳國煇,財務長,1967-08-25,1987-12-28,5682015421,0,0,每年,股東會,資誠聯合會計師事務所,田中玉,吳建志,https://www.uni-president.com.tw
1217,愛之味股份有限公司,愛之味,8,嘉義縣民雄鄉工業二路11號,陳冠翰,陳志展,陳冠翰,董事長,1971-06-26,1989-10-28,494513336,0,0,每年,董事會,國富浩華聯合會計師事務所,黃鈴雯,李國銘,www.agv.com.tw
1218,泰山企業股份有限公司,泰山,8,彰化縣田中鎮興工路6號,劉偉龍,沈怡君,李淑惠,副總經理,1950-10-26,1989-11-11,499999038,0,0,每季,董事會,安永聯合會計師事務所,林素雯,楊智惠,www.taisun.com.tw
1219,福壽實業股份有限公司,福壽,8,台中市沙鹿區沙田路45號,洪堯昆,趙文強,王四全,特助,1955-02-07,1990-12-01,341602364,0,0,每半會計年度,董事會,群智聯合會計師事務所,張鈞富,吳乾萌,www.fwusow.com.tw
1220,台榮產業股份有限公司,台榮,8,台北市中山區南京東路二段206號6樓,倍安利投資有限公司,陳英凱,周忠平,經理,1969-03-13,1991-11-20,177077944,0,0,每年,股東會,立本台灣聯合會計師事務所,柯俊輝,張鈞鈞,http://www.tairoun.com.tw/
1225,福懋油脂股份有限公司,福懋油,8,台中市大肚區沙田路一段453號,興泰實業股份有限公司(代表人楊淑樺),張志賓,秦慧如,財務副總經理,1986-04-18,1993-09-27,229638204,0,0,每年,董事會,群智聯合會計師事務所,呂松裕,張鈞富,WWW.FOPCO.COM.TW
1227,佳格食品股份有限公司,佳格,8,台北市內湖區瑞光路610號10樓,曹德風,曹博睿,曹德風,董事長,1986-06-06,1994-04-09,915089591,0,0,每年,股東會,勤業眾信聯合會計師事務所,方涵妮,陳昭宇,https://www.sfworldwide.com/
1229,聯華實業控股股份有限公司,聯華,8,臺北市南港區南港路一段209號10樓,苗豐強,林信宏,林信宏,總經理,1955-07-20,1976-07-19,1710438732,0,0,每季,董事會,安侯建業聯合會計師事務所,許淑敏,郭柔蘭,https://www.lhicholdings.com/
1231,聯華食品工業股份有限公司,聯華食,8,台北市迪化街一段148號,李開源,林家齊,林志遠,財務處協理,1970-07-07,1995-11-02,271322250,0,0,每年,股東會,勤業眾信聯合會計師事務所,趙永祥,劉明賢,www.lianhwa.com.tw
1232,大統益股份有限公司,大統益,8,台南市官田區二鎮里工業西路32號,羅智先,陳昭良,陳昭良,總經理,1982-05-24,1996-02-09,159974915,0,0,每年,股東會,資誠聯合會計師事務所,徐惠榆,葉芳婷,https://www.ttet.com.tw
1233,天仁茶業股份有限公司,天仁,8,台北市忠孝東路4段107號6樓,李國麟,林仁宗,陳中智,財務暨行政副總經理,1975-12-11,1999-01-20,90591948,0,0,每年,董事會,安永聯合會計師事務所,陳智忠,李育儒,http://www.tenren.com.tw/
1234,黑松股份有限公司,黑松,8,台北市信義路四段296號3樓,張斌堂,張智鈞,杜居燦,財務處處長,1969-12-13,1999-03-12,401871094,0,0,每年,董事會,勤業眾信聯合會計師事務所,翁博仁,池瑞全,www.heysong.com.tw
1235,興泰實業股份有限公司,興泰,8,高雄市仁武區高楠公路10號,昇鋒投資股份有限公司(代表人楊淑樺),葉文籐,葉文籐,總經理,1972-11-15,2000-09-11,157148197,0,0,每年,股東會,群智聯合會計師事務所,呂松裕會計師,張鈞富會計師,www.goldenbrand.com.tw
1236,宏亞食品股份有限公司,宏亞,8,新北市新店區北新路一段86號20樓之6,張云綺,張云綺,許士彬,總經理特助,1976-06-14,2001-09-17,86674008,0,0,每年,董事會,安永聯合會計師事務所,徐榮煌,劉榮進,https://www.hunya.com.tw
1256,鮮活控股股份有限公司,鮮活果汁-KY,8,"Suite 102, Cannon Place, P.O. Box 712, North Sound Rd.",黃國晃,吳明憲,吳明憲,總經理,2010-01-12,2016-03-17,33842160,0,0,每年,股東會,勤業眾信聯合會計師事務所,彭以驊,張至誼,https://www.myfreshjuice.com/
1301,台灣塑膠工業股份有限公司,台塑,4,高雄市仁武區水管路100號,郭文筆,郭文筆,林勝冠,資深副總經理,1954-11-05,1964-07-27,6365740781,0,0,每年,董事會,安侯建業聯合會計師事務所,郭欣頤,張肇文,http://www.fpc.com.tw
1303,南亞塑膠工業股份有限公司,南亞,4,台北市內湖區南京東路六段380號(A1)7樓,吳嘉昭,鄒明仁,吳嘉昭,董事長,1958-08-22,1967-11-05,7930821589,0,0,每年,董事會,安侯建業聯合會計師事務所,郭欣頤,陳俊光,http://www.npc.com.tw
1304,台灣聚合化學品股份有限公司,台聚,4,台北市內湖區基湖路37號12樓,吳亦圭,吳培基,吳銘宗,業務副總經理,1965-05-26,1972-05-20,1188763500,0,0,每年,股東會,勤業眾信聯合會計師事務所,陳俊宏,張正修,www.usife.com.tw
1305,華夏海灣塑膠股份有限公司,華夏,4,台北市內湖區基湖路37號12樓,吳亦圭,胡吉宏,吳建興,營業處處長,1964-04-29,1973-03-05,581050494,0,0,每年,股東會,勤業眾信聯合會計師事務所,張正修,劉怡青,https://www.cgpc.com.tw
1307,三芳化學工業股份有限公司,三芳,4,高雄市三民區通化街120號,林孟經,林至逸,林信宏,副總經理,1973-06-16,1985-11-23,397818126,0,0,每年,董事會,勤業眾信會計師事務所,王騰葦,劉裕祥,http://www.sanfang.com.tw
1308,亞洲聚合股份有限公司,亞聚,4,高雄市林園區工業一路3號,吳亦圭,吳培基,黃克名,業務處處長,1977-01-25,1986-06-20,593743919,0,0,每年,股東會,勤業眾信聯合會計師事務所,邱政俊,莊碧玉,https://www.apc.com.tw/
1309,台達化學工業股份有限公司,台達化,4,台北市內湖區基湖路37號12樓,吳亦圭,吳培基,黃俊豪,協理,1960-04-06,1986-06-27,397586848,0,0,每年,股東會,勤業眾信聯合會計師事務所,陳俊宏,劉怡青,http://www.ttc.com.tw
1310,台灣苯乙烯工業股份有限公司,台苯,4,台北市中正區羅斯福路一段六號八樓之一,林文淵,仲崇國,呂政欣,協理,1979-11-16,1987-08-06,527869764,0,0,每年,董事會,安侯建業聯合會計師事務所,尹元聖,吳麟,http://www.smct.com.tw/
1312,國喬石油化學股份有限公司,國喬,4,臺北市敦化北路135號8樓,邱德馨,曾嘉雄,沈美佑,經理,1973-09-25,1988-12-21,1106620328,0,20000000,每年,董事會,安侯建業聯合會計師事務所,吳政諺,連淑凌,http://www.gppc.com.tw
1313,聯成化學科技股份有限公司,聯成,4,台北市南港區南港路一段209號A棟9樓,苗豐強,畢淑蒨,陳逸蓁,經理,1976-08-14,1989-03-27,1368354607,0,0,每年,董事會,勤業眾信聯合會計師事務所,劉建良,王儀雯,http://www.upc.com.tw
1314,中國石油化學工業開發(股)公司,中石化,4,高雄市大社區經建路1號,陳瑞隆,陳穎俊(代理),陳穎俊,總經理(代理),1969-07-08,1991-07-12,3784850130,0,0,每年,股東會,安侯建業會計師事務所,吳政諺,李逢暉,www.cpdc.com.tw
1315,達新工業股份有限公司,達新,4,台中市西屯區工業區35路51號,吳子聰,陳以千,賴耿民,副總經理,1966-10-24,1992-05-09,99099000,0,0,每半會計年度,董事會,國富浩華聯合會計師事務所,王戊昌,林志隆,www.tahhsin.com.tw
1316,上曜建設開發股份有限公司,上曜,22,台南市安平區永華路二段248號20樓之6,張祐銘,曾鵬光,郭育政,財務部副總經理,1979-12-11,1992-10-15,366016019,0,0,每半會計年度,董事會,安侯建業聯合會計師事務所,許振隆,高鈺倫,www.sunyad.com.tw
1319,東陽實業廠股份有限公司,東陽,10,台南市安和路二段98號,吳永茂,吳永祥,許芳華,助理副總經理,1967-10-30,1994-12-12,591477068,0,0,每年,董事會,安永聯合會計師事務所,胡子仁,洪國森,WWW.TYG.COM.TW
1321,大洋塑膠工業股份有限公司,大洋,4,"台北市莒光路310號5,6樓",陳欽明,陳欽明,邱俊福,經理,1965-06-07,1999-01-26,227228268,0,0,每年,股東會,安侯建業聯合會計師事務所,余聖河,羅瑞芝,www.opc.com.tw
1323,永裕塑膠工業股份有限公司,永裕,4,台南市仁德區勝利路88號,王威程,王威程,郭錦添,副總經理,1973-04-02,2000-09-11,91274554,0,0,每年,董事會,資誠聯合會計師事務所,葉芳婷,徐惠榆,www.yonyu.com.tw
1324,地球綜合工業股份有限公司,地球,4,台北市中山區南京東路3段61號7樓,鈞鼎投資股份有限公司(代表人張德照),黃林慶,張雅琪,財務部部長,1964-12-08,2000-09-11,75121882,0,0,每年,董事會,安永聯合會計師事務所,徐榮煌,楊弘斌,http://www.globetape.com.tw
1325,恒大股份有限公司,恆大,4,台北市林森北路372號10樓,黃美慧,黃美慧,周壽祿,協理,1962-10-14,2000-09-11,85281198,0,0,每年,董事會,勤業眾信聯合會計師事務所,褚世蘭,陳昭伶,www.uk.com.tw
1326,台灣化學纖維股份有限公司,台化,4,彰化市中山路3段359號,洪福源,呂文進,洪福源,董事長,1965-03-05,1984-12-20,5861186291,0,0,每年,董事會,資誠聯合會計師事務所,阮呂曼玉,徐聖忠,http://www.fcfc.com.tw
1337,亞洲塑膠再生資源控股有限公司,再生-KY,4,高雄市苓雅區四維四路190號12樓之2,丁金山,丁金礦,王維民,財務協理,2010-01-08,2011-08-17,268954729,0,0,每年,股東會,德昌聯合會計師事務所,林兆民,史岱平,http://asia-recycle.com
1338,廣華控股有限公司,廣華-KY,10,廣東省東莞市厚街鎮橋頭第三工業區,余澤民,黃建中,邱守瑞,財務協理,2009-12-08,2012-12-19,83840000,0,0,每年,股東會,安侯建業聯合會計師事務所,陳宜君,江曉苓,www.hirosawa.com.cn
1339,昭輝實業股份有限公司,昭輝,10,彰化縣鹿港鎮興業路8號,禾翰投資股份有限公司,林睿澤,劉淑梅,副總經理,1986-03-07,2012-04-24,74123875,0,0,每年,董事會,資誠聯合會計師事務所,王玉娟,徐建業,http://www.yccco.com.tw
1340,勝悅新材料有限公司,勝悅-KY,4,中國福建省晉江市青陽蓮嶼工業區,莊國清,莊輝煌,陳圖炎,財務長,2012-06-14,2014-01-14,152922855,0,0,每年,股東會,信永中和聯合會計師事務所,陳光慧,郭鎮宇,www.vnm.com.tw
1341,富林塑膠工業(開曼)控股(股)公司,富林-KY,4,越南海防市陽京郡海城坊范文同路第9里程,王源林,王源林(暫代),許乃仁,協理,2016-11-30,2018-12-24,52850634,0,0,每季,董事會,勤業眾信聯合會計師事務所,王騰葦,陳珍麗,http://www.fulinvn.com
1342,八貫企業股份有限公司,八貫,33,宜蘭縣冬山鄉德興四路6號,劉宗熹,劉宗熹,李宏毅,副總經理,1982-06-17,2020-11-24,78615259,0,0,每年,董事會,安永聯合會計師事務所,張志銘,黃建澤,http://www.cathayconsolidated.com
1402,遠東新世紀股份有限公司,遠東新,27,台北市大安區敦化南路二段207號36樓,徐旭東,"吳高山,鄭澄宇",鄭澄宇,行政總部總經理,1954-01-13,1967-04-14,5352875227,0,0,每年,股東會,勤業眾信聯合會計師事務所,黃國寧,邵志明,www.fenc.com
1409,新光合成纖維股份有限公司,新纖,27,台北市大安區仁愛路三段136號5樓,吳東昇,歐金達,許毓麟,協理,1967-04-25,1973-08-31,1618409286,0,0,每年,董事會,勤業眾信聯合會計師事務所,陳文香,徐文亞,https://www.shinkong.com.tw/
1410,南洋染整股份有限公司,南染,27,桃園市蘆竹區南山路三段二三三號,何  鈞,何  鈞,張愛玉,發言人,1964-12-22,1973-10-18,63000000,0,0,每年,董事會,安侯建業聯合會計師事務所,余聖河,羅瑞芝,www.nydf.com.tw
1413,宏洲纖維工業股份有限公司,宏洲,27,台北市內湖區瑞光路607號7樓,詹正田,詹正田,張恆嘉,董事,1968-07-30,1975-12-23,132112454,30000000,0,每年,董事會,安侯建業聯合會計師事務所,潘俊名,張淑瑩,http://www.hungchou.com.tw/
1414,東和紡織股份有限公司,東和,27,台北市仁愛路四段376號13樓,蔡淑櫻,張嘉亨,張嘉亨,總經理,1959-09-11,1976-02-02,220000000,0,0,每年,董事會,勤業眾信聯合會計師事務所,馬偉峻,謝東儒,www.tungho.com.tw
1416,廣豐實業股份有限公司,廣豐,33,台北市大安區敦化南路2段97號28樓,賀錫敬,劉家丞,陳素靜,會計經理,1968-06-28,1976-04-20,185342168,0,0,每年,股東會,資誠聯合會計師事務所,賴宗羲　,支秉鈞,www.kfic.com.tw
1417,嘉裕股份有限公司,嘉裕,27,臺北市仁愛路四段25號7樓(通訊地址),黃得超,陳盈璋,陳盈璋,代理總經理,1969-12-12,1976-12-28,189941840,0,0,每年,股東會,勤業眾信聯合會計師事務所,許秀明,陳培德,https://www.carnival.com.tw/index.php?lang=tw
1418,東華龍股份有限公司,東華,27,台北市新生南路1段56號9樓,林壯儒,林壯燁,葉燕玲,協理,1970-03-02,1977-02-14,56834309,10000000,0,每年,股東會,正風聯合會計師事務所,吳欣亮,賴家裕,www.tonghwa.com.tw
1419,新光紡織股份有限公司,新紡,27,台北市中山區中山北路二段44號15樓,吳昕恩,張淑娣、張瑞南,張淑娣,總經理,1955-06-06,1977-03-14,300041280,0,0,每年,董事會,勤業眾信聯合會計師事務所,郭乃華,翁博仁,http://www.sktextile.com.tw
1423,利華羊毛工業股份有限公司,利華,27,台北市忠孝東路四段310號12樓,應柔爾,余美蘭,余美蘭,總經理,1964-07-23,1979-04-02,99648000,0,0,每年,董事會,安永聯合會計師事務所,余倩如,王彥鈞,www.reward.com.tw
1432,大魯閣實業股份有限公司,大魯閣,32,台中市東區復興路4段186號,林曼麗,王盈之,許俊麒,總顧問,1973-07-18,1982-07-26,108000000,18000000,0,每年,股東會,資誠聯合會計師事務所,王方瑜,林冠宏,https://www.taroko.com.tw/
1434,福懋興業股份有限公司,福懋,27,雲林縣斗六市榴中里石榴路317號,王文淵,李敏章,李敏章,總經理,1973-04-19,1985-12-24,1684664637,0,0,每年,董事會,資誠聯合會計師事務所,阮呂曼玉,徐聖忠,https://www.ftc.com.tw
1435,中福國際(股)公司,中福,33,新北市中和區景平路666號2樓,陳建,陸榮木,陳建,董事長,1971-01-15,1987-12-28,139780080,0,0,每年,股東會,冠恆&#32852;合會計師事務所,張進德,朱淑梅,www.chungfutex.com.tw
1436,華友聯開發股份有限公司,華友聯,22,高雄市鳳山區文龍路85號11樓,陸炤廷,陸炤廷,吳家德,執行副總經理,1967-01-31,1988-04-11,128428546,0,0,每年,董事會,勤業眾信聯合會計師事務所,陳秀雯,王兆群,www.huakai.com.tw
1437,勤益投資控股股份有限公司,勤益控,33,台北市大安區忠孝東路4段320號9樓,顧立楷,顧立楷,馮于珍,會計部協理,1961-02-23,1988-11-10,203371284,0,0,每年,董事會,安侯建業聯合會計師事務所,吳佳翰,呂莉莉,http://www.gtm.com.tw
1438,三地開發地產股份有限公司,三地開發,22,高雄市苓雅區中正二路175號16樓之3,鍾育霖,莊峻宇,鍾育霖,董事長,1955-10-11,1988-12-15,111205759,20000000,0,每年,股東會,安侯建業聯合會計師事務所,高鈺倫,陳永祥,http://www.sandirealestate.com.tw/
1439,雋揚國際股份有限公司,雋揚,22,臺北市南港區經貿一路170號11樓,侯嘉騏,劉先雯,葉品卉,財務會計部經理,1964-10-01,1989-05-22,92000000,0,0,每年,董事會,資誠聯合會計師事務所,梁益彰,陳&#21843;東,https://www.ascentglobal.com.tw/
1440,臺南紡織股份有限公司,南紡,27,臺南市東區裕農路511號,侯博明,王立範,莊景堯,副總經理,1955-03-21,1989-10-03,1656815857,0,0,每年,董事會,資誠聯合會計師事務所,田中玉,徐惠榆,https://www.tainanspin.com.tw/
1441,大東紡織股份有限公司,大東,27,台北市松山區南京東路三段346號3樓,陳修忠,陳建州,陳建州,總經理,1958-03-15,1989-10-27,71744387,28024542,0,每年,股東會,資誠聯合會計師事務所,林雅慧,林永智,www.tahtong.com.tw
1442,名軒開發股份有限公司,名軒,22,新北市新莊區中華路三段218號8樓,吳泓瑩,吳勝利,吳勝利,總經理,1974-07-18,1989-11-16,366211358,0,0,每年,股東會,惠眾聯合會計師事務所,項文婷,盧聯生,https://www.advancetek.com.tw
1443,立益物流開發股份有限公司,立益物流,33,台北市大同區西寧北路70號6樓,蘇東榮,蘇慶源,蘇東榮,董事長,1972-11-25,1990-04-21,135343011,0,0,每年,股東會,國富浩華聯合會計師事務所,邱繼盛,王戊昌,www.lily.com.tw
1444,力麗企業股份有限公司,力麗,27,104台北市松江路162號11樓,郭紹儀,陳漢卿,陳漢卿,總經理,1979-01-15,1990-08-08,995595059,0,0,每年,股東會,勤業眾信聯合會計師事務所,黃毅民,洪國田,https://www.lealeagroup.com.tw/
1445,大宇紡織股份有限公司,大宇,27,台北市西寧北路62-5號7樓,陳曜銘,楊任凱,楊任凱,總經理,1969-09-12,1991-02-05,130666034,0,0,每年,董事會,安永聯合會計師事務所,黃靖雅,劉榮進,www.universal-tex.com
1446,宏和精密紡織股份有限公司,宏和,27,台南市永康區中山南路473號,黃大功,何天明,張滄祐,經理,1978-06-09,1991-10-15,137709513,0,0,每年,股東會,安永聯合會計師事務所,胡子仁,姚世傑,www.hongho.com.tw
1447,力鵬企業股份有限公司,力鵬,27,104台北市松江路162號6樓,郭紹儀,童敏雄,陳漢卿,總經理,1975-08-20,1992-01-28,910071242,0,0,每年,股東會,勤業眾信聯合會計師事務所,黃毅民,洪國田,http://www.lipeng.com.tw
1449,佳和實業股份有限公司,佳和,27,台南市新市區三舍里復興路533號,翁偉翔,翁偉翔,翁瑋駿,協理,1972-12-12,1992-05-06,103093910,0,0,每年,股東會,安侯建業會計師事務所,蘇彥達,許振隆,www.chgtex.com
1451,年興紡織股份有限公司,年興,27,台北市內湖區內湖路一段306號13樓,陳威翰,蔡樹軒,蔡樹軒,總經理,1986-10-13,1992-12-21,198000000,0,0,每年,董事會,勤業眾信聯合會計師事務所,許秀明,辛宥呈,https://www.nhjeans.com/
1452,宏益纖維工業股份有限公司,宏益,27,台北市塔城街66號6樓,施淑賢,王慶榮,王慶榮,總經理,1968-08-23,1992-12-28,132641400,0,0,每年,董事會,立本台灣聯合會計師事務所,柯俊輝,張鈞鈞,http://www.hongyilon.com.tw
1453,大將開發股份有限公司,大將,22,台北市大安區敦化南路二段71號6樓,葉義雄,林靜怡,葉義雄,董事長,1978-04-15,1993-04-19,109944706,0,0,每年,股東會,勤業眾信聯合會計師事務所,楊靜婷,莊文源,www.tajiang.com.tw
1454,台灣富綢纖維股份有限公司,台富,27,台北市西寧北路70-1號8樓,莊燿銘,莊燿銘,華淑玲,協理,1973-06-01,1993-05-07,129833848,0,0,每年,董事會,勤業眾信聯合會計師事務所,王攀發,曾建銘,http://www.ttfco.com
1455,集盛實業股份有限公司,集盛,27,台北市西寧北路七十號二樓,蘇百煌,蘇百煌,蘇百煌,總經理,1969-08-18,1993-10-07,531688380,0,0,每年,董事會,國富浩華聯合會計師事務所,陳桂美,林志隆,www.zigsheng.com
1456,怡華實業股份有限公司,怡華,22,台北市內湖區內湖路一段392號12樓之1,黃士豪,黃士豪,李世豪,經理,1968-08-02,1993-12-09,93720000,0,0,每年,董事會,安侯建業聯合會計師事務所,黃欣婷,池世欽,http://www.ihwa.com.tw
1457,宜進實業股份有限公司,宜進,27,台北市內湖區瑞光路607號7樓,詹正田,翁茂誠(原名:林鏡地),張恆嘉,副總經理,1981-03-24,1994-10-20,316730022,0,0,每年,董事會,安侯建業聯合會計師事務所,潘俊名,張淑瑩,www.yijinn.com.tw
1459,聯發紡織纖維股份有限公司,聯發,27,台北市環河北路1段73號5樓之5,葉清澤,王豐岳,王豐岳,總經理,1972-12-11,1994-10-26,358628907,0,0,每年,股東會,勤業眾信聯合會計師事務所,陳薔旬,池瑞全,www.lanfa.com.tw
1460,宏遠興業股份有限公司,宏遠,27,台南市山上區明和里256號,席家宜,暫缺,李憲忠,行政長,1988-02-08,1995-04-28,694643484,0,0,每年,股東會,勤業眾信聯合會計師事務所,李季珍,楊朝欽,https://www.everest.com.tw/tw
1463,強盛新股份有限公司,強盛新,27,桃園市大園區大工路一二六號,成漢傑,許芳榮,鄭以民,副總經理,1983-10-19,1996-12-05,173268381,0,0,每年,股東會,安侯建業聯合會計師事務所,黃泳華,余聖河,www.csgroup.com.tw
1464,得力實業股份有限公司,得力,27,台南市新市區三舍里005鄰復興路820號,葉家銘,游逸能,游逸能,總經理,1982-07-10,1997-01-18,407639591,0,0,每年,股東會,勤業眾信聯合會計師事務所,廖鴻儒,王騰葦,www.delicacy.com.tw
1465,偉全實業股份有限公司,偉全,27,台北市西寧北路62-5號6樓,陳建柱,陳建柱,曾昭勳,副總經理,1972-11-27,1997-09-08,103607267,0,0,每年,董事會,立本台灣聯合會計師事務所,劉克宜,許坤錫,http://www.wisher.com.tw
1466,聚隆纖維股份有限公司,聚隆,27,彰化縣埔鹽鄉永樂村番金路94號,周文東,周文東,賴明毅,業務副總,1988-07-22,1998-04-04,111157320,0,0,每年,股東會,建智聯合會計師事務所,廖年傑,陳靜宜,http://www.acelon.com.tw
1467,南緯實業股份有限公司,南緯,27,台北市中山區林森北路426號2樓,林瑞岳,林宗頤,吳健中,財務長,1978-08-18,1998-12-21,233624667,65414906,0,每年,股東會,安侯建業,鄒依芸,曾國禓,WWW.TEXRAY.COM
1468,昶和纖維興業股份有限公司,昶和,27,桃園市蘆竹區南崁路一段277號,陳明澤,陳明澤,葉佐偉,財務副理,1982-04-10,1999-01-21,160405244,0,0,每年,董事會,安侯建業聯合會計師事務所,郭冠纓,區耀軍,www.chang-ho.com.tw
1470,大統新創股份有限公司,大統新創,27,台北市塔城街64號4樓,葉泉發,葉柏亮,洪憲忠,副總經理,1986-12-09,1999-05-21,85767000,0,0,每半會計年度,董事會,勤業眾信聯合會計師事務所,尤盟貴,張耿禧,www.evertex.tw
1471,首利實業股份有限公司,首利,13,新北市五股區五權七路18號3樓,鄭傑,鄭翔,邱志偉,總經理特助,1982-10-21,2000-03-06,150414536,5000000,0,每年,董事會,資誠聯合會計師事務所,吳仁杰,胡智華,www.soly-tech.com
1472,三洋實業股份有限公司,三洋實業,22,高雄市大社區嘉保路360號,蔣玉蓮,徐正哲,徐正哲,總經理,1968-10-07,2000-09-11,52488082,31852829,0,每年,股東會,勤業眾信會計師事務所,陳珍麗,陳秀雯,triocean.com.tw
1473,台南企業股份有限公司,台南,27,台南市歸仁區中山路三段320號,楊青&#23791;,蘇炯忠,吳建德,財務長,1961-08-26,2000-09-11,146153534,0,0,每年,股東會,資誠聯合會計師事務所,田中玉,徐惠榆,www.eng.tai-nan.com/?lang=zh
1474,弘裕企業股份有限公司,弘裕,27,彰化縣伸港鄉全興工業區工西一路60號,葉博宇,郭正沛,徐為芳,經理,1970-09-04,2000-10-31,129896969,0,0,每年,股東會,資誠聯合會計師事務所,王玉娟,洪淑華,http://www.textile-hy.com.tw
1475,台灣業旺股份有限公司,業旺,27,桃園市龜山區文興路146號10樓之4,陳清土,陳坤木,陳清土,董事長,1990-11-02,2000-10-27,66016749,0,0,每年,董事會,資誠聯合會計師事務所,楊蕙慈,張淑瓊,http://www.big-sunshine.com.tw
1476,儒鴻企業股份有限公司,儒鴻,27,新北市新莊區中央路738號,王樹文,洪瑞廷,林芬如,財務會計部副總經理,1977-11-28,2001-04-18,274367111,0,0,每年,董事會,安侯建業聯合會計師事務所,寇惠植,郭欣頤,http://www.eclat.com.tw
1477,聚陽實業股份有限公司,聚陽,27,台北市忠孝東路四段550號8樓,周理平,周心鵬,林恆宇,協理,1990-01-10,2003-01-21,246693713,0,0,每半會計年度,董事會,安侯建業聯合會計師事務所,于紀隆,林恒昇,www.makalot.com.tw
1503,士林電機廠股份有限公司,士電,11,台北市士林區中山北路六段88號16樓,許育瑞,謝漢章,程相智,執行副總經理,1955-11-03,1969-12-15,520972223,0,0,每年,股東會,勤業眾信聯合會計師事務所,黃堯麟,李東峰,www.seec.com.tw
1504,東元電機股份有限公司,東元,11,臺北市南港區三重路19-9號5樓,利明&#29486;,高飛鳶,簡世雄,處長,1956-06-12,1973-11-05,2138796616,0,0,每年,董事會,資誠聯合會計師事務所,涂展源,徐聖忠,http://www.teco.com.tw
1506,正道工業股份有限公司,正道,11,台南市仁德區大甲里中正西路1015號,謝麗雲,羅仕溢,羅仕溢,總經理,1965-03-13,1980-08-11,300388501,166000000,0,每年,股東會,勤業眾信聯合會計師事務所,李季珍,吳長駿,http://www.rightway.com.tw
